trajectory_id,task_id,task_code,task_name,label,outer_role,inner_role,source_type,source_dataset,source_trajectory_id,origin_sequence_id,historical_source_trajectory_id,environment_seed,source_relative_path,num_replan_steps,common_length
v1completed_external_S5_libero10_v2_selected_191,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_191,libero10_v2_task03_expansion0184,,203008489,fully_instrumented_libero10_v2/expansion/task_3/rollout_0184,119,105
v1completed_external_S5_libero10_v2_selected_192,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_192,libero10_v2_task03_expansion0187,,203008492,fully_instrumented_libero10_v2/expansion/task_3/rollout_0187,260,105
v1completed_external_S5_libero10_v2_selected_193,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_193,libero10_v2_task03_expansion0189,,203008494,fully_instrumented_libero10_v2/expansion/task_3/rollout_0189,260,105
v1completed_external_S5_libero10_v2_selected_194,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_194,libero10_v2_task03_expansion0205,,203008510,fully_instrumented_libero10_v2/expansion/task_3/rollout_0205,113,105
v1completed_external_S5_libero10_v2_selected_196,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_196,libero10_v2_task03_expansion0212,,203008517,fully_instrumented_libero10_v2/expansion/task_3/rollout_0212,121,105
v1completed_external_S5_libero10_v2_selected_197,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_197,libero10_v2_task03_expansion0214,,203008519,fully_instrumented_libero10_v2/expansion/task_3/rollout_0214,260,105
v1completed_external_S5_libero10_v2_selected_199,4,S5,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_199,libero10_v2_task03_expansion0224,,203008529,fully_instrumented_libero10_v2/expansion/task_3/rollout_0224,260,105
v1completed_S6_replay_002,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S6_replay_002,v1completed_S6_replay_002,stage4b-seen-S6-0300,608160109,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_002,260,128
v1completed_S6_replay_003,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S6_replay_003,v1completed_S6_replay_003,stage4b-seen-S6-0303,608160112,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_003,260,128
v1completed_S6_replay_004,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S6_replay_004,v1completed_S6_replay_004,stage4b-seen-S6-0304,608160113,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_004,260,128
v1completed_S6_replay_007,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S6_replay_007,v1completed_S6_replay_007,stage4b-seen-S6-0310,608160119,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_007,260,128
v1completed_S6_replay_008,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S6_replay_008,v1completed_S6_replay_008,stage4b-seen-S6-0311,608160120,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_008,260,128
v1completed_S6_replay_009,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S6_replay_009,v1completed_S6_replay_009,stage4b-seen-S6-0312,608160121,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_009,260,128
v1completed_S6_replay_010,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S6_replay_010,v1completed_S6_replay_010,stage4b-seen-S6-0313,608160122,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_010,260,128
v1completed_S6_replay_013,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S6_replay_013,v1completed_S6_replay_013,stage4b-seen-S6-0322,608160131,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_013,260,128
v1completed_S6_replay_014,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S6_replay_014,v1completed_S6_replay_014,stage4b-seen-S6-0328,608160137,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_014,260,128
v1completed_S6_replay_016,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S6_replay_016,v1completed_S6_replay_016,stage4b-seen-S6-0330,608160139,V1补齐版本/generated_v1_assets/S6/v1completed_S6_replay_016,260,128
v1completed_external_S6_libero10_v2_selected_001,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_001,libero10_task00_rollout006,,202608256,fully_instrumented_libero10_v1/tasks/task_00/rollout_006,260,128
v1completed_external_S6_libero10_v2_selected_002,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_002,libero10_task00_rollout007,,202608257,fully_instrumented_libero10_v1/tasks/task_00/rollout_007,260,128
v1completed_external_S6_libero10_v2_selected_004,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_004,libero10_task00_rollout013,,202608263,fully_instrumented_libero10_v1/tasks/task_00/rollout_013,141,128
v1completed_external_S6_libero10_v2_selected_006,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_006,libero10_task00_rollout024,,202608274,fully_instrumented_libero10_v1/tasks/task_00/rollout_024,260,128
v1completed_external_S6_libero10_v2_selected_007,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_007,libero10_task00_rollout027,,202608277,fully_instrumented_libero10_v1/tasks/task_00/rollout_027,152,128
v1completed_external_S6_libero10_v2_selected_009,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_009,libero10_task00_rollout033,,202608283,fully_instrumented_libero10_v1/tasks/task_00/rollout_033,130,128
v1completed_external_S6_libero10_v2_selected_010,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_010,libero10_task00_rollout035,,202608285,fully_instrumented_libero10_v1/tasks/task_00/rollout_035,260,128
v1completed_external_S6_libero10_v2_selected_012,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_012,libero10_task00_rollout038,,202608288,fully_instrumented_libero10_v1/tasks/task_00/rollout_038,134,128
v1completed_external_S6_libero10_v2_selected_013,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_013,libero10_task00_rollout042,,202608292,fully_instrumented_libero10_v1/tasks/task_00/rollout_042,164,128
v1completed_external_S6_libero10_v2_selected_015,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_015,libero10_task00_rollout047,,202608297,fully_instrumented_libero10_v1/tasks/task_00/rollout_047,176,128
v1completed_external_S6_libero10_v2_selected_016,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_016,libero10_task00_rollout048,,202608298,fully_instrumented_libero10_v1/tasks/task_00/rollout_048,151,128
v1completed_external_S6_libero10_v2_selected_017,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_017,libero10_task00_rollout049,,202608299,fully_instrumented_libero10_v1/tasks/task_00/rollout_049,260,128
v1completed_external_S6_libero10_v2_selected_018,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_018,libero10_v2_task00_expansion0001,,202608257,fully_instrumented_libero10_v2/expansion/task_0/rollout_0001,260,128
v1completed_external_S6_libero10_v2_selected_019,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_019,libero10_v2_task00_expansion0004,,202608299,fully_instrumented_libero10_v2/expansion/task_0/rollout_0004,260,128
v1completed_external_S6_libero10_v2_selected_021,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_021,libero10_v2_task00_expansion0009,,202708314,fully_instrumented_libero10_v2/expansion/task_0/rollout_0009,254,128
v1completed_external_S6_libero10_v2_selected_022,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_022,libero10_v2_task00_expansion0011,,202708316,fully_instrumented_libero10_v2/expansion/task_0/rollout_0011,161,128
v1completed_external_S6_libero10_v2_selected_023,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_023,libero10_v2_task00_expansion0012,,202708317,fully_instrumented_libero10_v2/expansion/task_0/rollout_0012,260,128
v1completed_external_S6_libero10_v2_selected_024,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_024,libero10_v2_task00_expansion0015,,202708320,fully_instrumented_libero10_v2/expansion/task_0/rollout_0015,260,128
v1completed_external_S6_libero10_v2_selected_025,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_025,libero10_v2_task00_expansion0017,,202708322,fully_instrumented_libero10_v2/expansion/task_0/rollout_0017,189,128
v1completed_external_S6_libero10_v2_selected_026,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_026,libero10_v2_task00_expansion0021,,202708326,fully_instrumented_libero10_v2/expansion/task_0/rollout_0021,159,128
v1completed_external_S6_libero10_v2_selected_027,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_027,libero10_v2_task00_expansion0023,,202708328,fully_instrumented_libero10_v2/expansion/task_0/rollout_0023,252,128
v1completed_external_S6_libero10_v2_selected_028,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_028,libero10_v2_task00_expansion0027,,202708332,fully_instrumented_libero10_v2/expansion/task_0/rollout_0027,132,128
v1completed_external_S6_libero10_v2_selected_030,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_030,libero10_v2_task00_expansion0034,,202708339,fully_instrumented_libero10_v2/expansion/task_0/rollout_0034,139,128
v1completed_external_S6_libero10_v2_selected_031,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_031,libero10_v2_task00_expansion0037,,202708342,fully_instrumented_libero10_v2/expansion/task_0/rollout_0037,175,128
v1completed_external_S6_libero10_v2_selected_032,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_032,libero10_v2_task00_expansion0040,,202708345,fully_instrumented_libero10_v2/expansion/task_0/rollout_0040,260,128
v1completed_external_S6_libero10_v2_selected_034,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_034,libero10_v2_task00_expansion0044,,202708349,fully_instrumented_libero10_v2/expansion/task_0/rollout_0044,260,128
v1completed_external_S6_libero10_v2_selected_035,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_035,libero10_v2_task00_expansion0045,,202708350,fully_instrumented_libero10_v2/expansion/task_0/rollout_0045,148,128
v1completed_external_S6_libero10_v2_selected_036,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_036,libero10_v2_task00_expansion0046,,202708351,fully_instrumented_libero10_v2/expansion/task_0/rollout_0046,260,128
v1completed_external_S6_libero10_v2_selected_038,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_038,libero10_v2_task00_expansion0049,,202708354,fully_instrumented_libero10_v2/expansion/task_0/rollout_0049,136,128
v1completed_external_S6_libero10_v2_selected_039,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_039,libero10_v2_task00_expansion0050,,202708355,fully_instrumented_libero10_v2/expansion/task_0/rollout_0050,128,128
v1completed_external_S6_libero10_v2_selected_040,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_040,libero10_v2_task00_expansion0053,,202708358,fully_instrumented_libero10_v2/expansion/task_0/rollout_0053,150,128
v1completed_external_S6_libero10_v2_selected_041,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_041,libero10_v2_task00_expansion0054,,202708359,fully_instrumented_libero10_v2/expansion/task_0/rollout_0054,260,128
v1completed_external_S6_libero10_v2_selected_042,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_042,libero10_v2_task00_expansion0060,,202708365,fully_instrumented_libero10_v2/expansion/task_0/rollout_0060,207,128
v1completed_external_S6_libero10_v2_selected_043,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_043,libero10_v2_task00_expansion0062,,202708367,fully_instrumented_libero10_v2/expansion/task_0/rollout_0062,260,128
v1completed_external_S6_libero10_v2_selected_044,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_044,libero10_v2_task00_expansion0063,,202708368,fully_instrumented_libero10_v2/expansion/task_0/rollout_0063,135,128
v1completed_external_S6_libero10_v2_selected_045,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_045,libero10_v2_task00_expansion0065,,202708370,fully_instrumented_libero10_v2/expansion/task_0/rollout_0065,146,128
v1completed_external_S6_libero10_v2_selected_046,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_046,libero10_v2_task00_expansion0066,,202708371,fully_instrumented_libero10_v2/expansion/task_0/rollout_0066,134,128
v1completed_external_S6_libero10_v2_selected_047,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_047,libero10_v2_task00_expansion0069,,202708374,fully_instrumented_libero10_v2/expansion/task_0/rollout_0069,153,128
v1completed_external_S6_libero10_v2_selected_048,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_048,libero10_v2_task00_expansion0072,,202708377,fully_instrumented_libero10_v2/expansion/task_0/rollout_0072,158,128
v1completed_external_S6_libero10_v2_selected_049,5,S6,LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_049,libero10_v2_task00_expansion0076,,202708381,fully_instrumented_libero10_v2/expansion/task_0/rollout_0076,260,128
v1completed_S7_replay_006,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S7_replay_006,v1completed_S7_replay_006,stage4b-seen-S7-0533,608160147,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_006,260,112
v1completed_S7_replay_009,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S7_replay_009,v1completed_S7_replay_009,stage4b-seen-S7-0539,608160153,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_009,260,112
v1completed_S7_replay_010,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S7_replay_010,v1completed_S7_replay_010,stage4b-seen-S7-0541,608160155,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_010,260,112
v1completed_S7_replay_014,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S7_replay_014,v1completed_S7_replay_014,stage4b-seen-S7-0545,608160159,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_014,260,112
v1completed_S7_replay_016,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S7_replay_016,v1completed_S7_replay_016,stage4b-seen-S7-0548,608160162,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_016,260,112
v1completed_S7_replay_017,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INTERNAL_VALIDATION,v1_replay,V1补齐版本,v1completed_S7_replay_017,v1completed_S7_replay_017,stage4b-seen-S7-0549,608160163,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_017,260,112
v1completed_S7_replay_020,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,v1_replay,V1补齐版本,v1completed_S7_replay_020,v1completed_S7_replay_020,stage4b-seen-S7-0552,608160166,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_020,260,112
v1completed_S7_replay_021,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S7_replay_021,v1completed_S7_replay_021,stage4b-seen-S7-0553,608160167,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_021,260,112
v1completed_S7_replay_025,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,SEEN_EVAL,,v1_replay,V1补齐版本,v1completed_S7_replay_025,v1completed_S7_replay_025,stage4b-seen-S7-0558,608160172,V1补齐版本/generated_v1_assets/S7/v1completed_S7_replay_025,260,112
v1completed_external_S7_libero10_v2_selected_300,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_300,libero10_task06_rollout000,,202614250,fully_instrumented_libero10_v1/tasks/task_06/rollout_000,260,112
v1completed_external_S7_libero10_v2_selected_301,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_301,libero10_task06_rollout001,,202614251,fully_instrumented_libero10_v1/tasks/task_06/rollout_001,260,112
v1completed_external_S7_libero10_v2_selected_302,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_302,libero10_task06_rollout002,,202614252,fully_instrumented_libero10_v1/tasks/task_06/rollout_002,129,112
v1completed_external_S7_libero10_v2_selected_303,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_303,libero10_task06_rollout003,,202614253,fully_instrumented_libero10_v1/tasks/task_06/rollout_003,142,112
v1completed_external_S7_libero10_v2_selected_304,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_304,libero10_task06_rollout004,,202614254,fully_instrumented_libero10_v1/tasks/task_06/rollout_004,191,112
v1completed_external_S7_libero10_v2_selected_305,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_305,libero10_task06_rollout005,,202614255,fully_instrumented_libero10_v1/tasks/task_06/rollout_005,260,112
v1completed_external_S7_libero10_v2_selected_306,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_306,libero10_task06_rollout006,,202614256,fully_instrumented_libero10_v1/tasks/task_06/rollout_006,260,112
v1completed_external_S7_libero10_v2_selected_307,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,0,SEEN_EVAL,,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_307,libero10_task06_rollout007,,202614257,fully_instrumented_libero10_v1/tasks/task_06/rollout_007,152,112
v1completed_external_S7_libero10_v2_selected_310,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INTERNAL_VALIDATION,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_310,libero10_task06_rollout010,,202614260,fully_instrumented_libero10_v1/tasks/task_06/rollout_010,260,112
v1completed_external_S7_libero10_v2_selected_313,6,S7,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,1,TRAIN,INNER_TRAIN,external_v2,fully_instrumented_libero10_v2,libero10_v2_selected_313,libero10_task06_rollout013,,202614263,fully_instrumented_libero10_v1/tasks/task_06/rollout_013,260,112
